-0,014	-0,045	-0,058
0,018	-0,013	-0,058
-0,014	0,019	-0,090
-0,014	-0,045	-0,058
0,018	0,019	-0,090
0,081	0,019	-0,026
0,050	-0,045	0,006
0,081	0,019	0,006
0,050	0,019	0,006
0,081	0,019	0,006
0,018	-0,013	0,006
0,018	0,019	0,069
0,018	0,051	0,006
0,050	0,051	0,006
0,050	0,083	0,038
-0,014	0,083	0,006
-0,046	0,051	0,006
-0,046	-0,045	-0,026
-0,046	-0,013	-0,026
0,018	-0,045	0,006
-0,014	-0,045	0,006
-0,014	-0,013	0,006
0,018	0,019	0,006
-0,014	0,019	0,006
-0,014	-0,013	0,006
0,050	0,083	-0,026
0,081	0,051	0,006
0,081	0,051	0,006
0,081	-0,013	-0,058
0,081	-0,045	-0,090
0,081	-0,013	-0,122
0,145	0,115	-0,026
0,081	-0,013	0,006
0,081	0,051	0,006
0,081	0,051	0,006
0,050	0,051	0,006
0,050	0,051	0,006
0,050	0,051	0,006
0,081	0,019	0,006
0,081	-0,013	0,006
0,050	0,083	-0,026
0,050	0,051	-0,026
0,050	0,051	-0,026
-0,046	0,051	-0,058
-0,014	0,051	-0,058
-0,014	-0,045	0,006
-0,014	-0,013	-0,026
-0,014	0,019	0,006
0,018	0,019	0,101
0,018	0,019	0,006
0,018	0,083	0,038
0,018	0,083	0,069
-0,014	0,083	0,006
0,050	0,051	0,038
0,050	0,051	0,006
0,081	0,083	0,006
0,081	0,083	0,006
0,081	0,083	0,006
0,081	0,051	0,006
0,050	0,051	0,006
0,081	0,115	0,006
0,081	0,115	0,006
0,050	0,115	0,006
0,081	0,083	0,006
0,081	0,115	-0,026
0,050	0,115	-0,026
0,050	0,051	-0,026
0,050	0,115	0,006
0,081	0,083	0,006
0,050	0,051	0,006
0,081	0,083	0,038
0,081	0,115	0,006
-0,014	0,083	0,006
0,081	0,083	0,006
0,050	0,051	0,006
0,081	0,051	-0,026
0,081	0,083	0,006
0,081	0,115	0,006
0,081	0,083	0,006
0,081	0,083	0,006
0,018	0,051	0,006
-0,014	0,083	0,006
0,018	0,019	-0,026
-0,014	0,051	0,006
0,050	0,083	0,006
0,018	0,051	0,038
-0,014	0,051	0,038
-0,014	0,051	0,069
-0,014	0,051	0,069
0,018	0,051	-0,026
0,018	0,051	0,069
0,018	0,051	0,101
0,018	0,051	0,069
0,050	0,051	0,101
-0,014	0,051	0,069
-0,014	0,083	0,069
0,018	0,083	-0,026
-0,014	0,051	0,006
-0,014	0,083	-0,026
0,050	0,083	0,006
0,018	0,083	0,006
0,113	0,051	0,006
0,113	0,083	-0,026
0,050	0,083	-0,026
0,081	0,083	-0,090
0,018	-0,013	-0,058
-0,014	-0,013	-0,090
0,018	-0,045	-0,122
-0,046	-0,013	-0,122
0,018	-0,108	0,006
-0,046	-0,108	0,006
-0,046	-0,108	0,038
-0,078	-0,076	0,069
-0,078	0,019	0,038
-0,078	0,019	0,101
-0,014	0,019	0,069
-0,014	0,019	0,038
-0,014	0,019	0,069
-0,014	0,083	0,006
0,050	0,083	0,006
0,081	0,115	0,006
0,050	-0,013	0,006
0,081	0,019	0,006
0,113	0,019	-0,026
0,081	-0,013	0,006
0,050	-0,076	-0,026
0,050	-0,045	0,038
0,081	-0,013	-0,090
0,081	-0,076	0,006
0,081	-0,076	-0,090
0,018	-0,045	-0,122
-0,014	-0,076	-0,090
-0,014	-0,076	-0,026
-0,078	-0,108	-0,026
-0,109	0,019	0,006
-0,046	-0,108	0,006
-0,109	-0,108	-0,026
-0,078	-0,013	0,069
-0,078	-0,013	0,069
-0,109	-0,076	0,101
0,018	0,051	0,101
-0,014	0,051	0,101
-0,014	0,051	0,069
0,018	0,019	0,038
-0,046	-0,013	0,069
-0,014	0,051	0,069
-0,046	0,083	0,101
-0,014	0,051	0,069
0,018	0,051	0,101
0,018	0,083	0,069
0,018	0,051	0,038
0,018	0,051	-0,026
0,050	-0,013	0,006
-0,014	0,051	0,006
0,018	0,083	0,006
0,081	0,083	0,006
0,081	0,051	0,006
0,050	0,019	0,006
0,081	-0,013	0,006
0,113	0,019	-0,026
0,113	0,019	0,006
0,081	-0,013	0,006
0,081	-0,045	-0,122
-0,014	-0,013	-0,090
-0,014	-0,013	-0,090
0,018	-0,013	-0,090
0,050	-0,013	-0,122
0,018	-0,013	-0,090
-0,014	0,019	-0,122
-0,014	-0,076	-0,026
-0,078	-0,108	-0,026
-0,078	-0,076	0,006
-0,109	-0,076	0,006
-0,078	-0,108	0,006
-0,078	-0,076	0,006
-0,078	-0,076	0,069
0,018	0,019	0,069
0,018	0,019	0,038
0,050	0,019	0,069
-0,046	0,019	0,069
0,018	0,051	0,069
-0,014	0,051	-0,026
0,018	0,051	0,038
0,018	-0,045	0,006
0,081	-0,013	0,006
0,081	0,019	0,006
0,081	0,019	0,038
0,050	0,019	0,006
0,081	-0,076	-0,090
0,018	-0,045	-0,090
0,018	-0,076	-0,122
-0,014	-0,045	-0,058
0,018	-0,076	-0,026
-0,046	-0,076	-0,026
0,018	0,019	0,006
0,050	0,019	0,006
-0,046	-0,013	0,006
-0,078	0,019	0,006
-0,078	-0,013	0,006
-0,046	0,019	0,006
-0,046	0,019	-0,026
-0,046	-0,013	0,006
-0,078	0,019	0,038
-0,046	0,083	0,101
0,018	0,115	0,101
0,018	0,083	0,101
0,050	0,083	0,006
-0,014	-0,013	0,006
0,081	-0,013	-0,026
0,081	-0,045	0,006
0,050	-0,013	-0,026
0,081	-0,013	0,006
0,018	-0,013	-0,026
-0,014	-0,013	-0,026
-0,014	-0,076	0,069
-0,078	-0,108	0,006
-0,109	-0,108	0,038
-0,078	-0,108	0,006
-0,078	-0,045	0,101
-0,078	-0,013	0,069
-0,078	-0,076	0,101
0,018	0,019	0,101
-0,014	-0,013	0,101
-0,078	0,083	0,101
0,018	0,051	0,101
0,018	0,051	0,006
0,018	0,051	0,069
0,018	0,051	0,069
0,081	-0,045	-0,026
-0,014	-0,013	0,006
-0,014	0,051	0,006
0,081	0,083	0,006
0,081	0,051	-0,058
0,081	0,019	-0,090
0,050	-0,013	-0,090
0,018	-0,045	-0,090
0,081	-0,108	-0,090
0,018	-0,076	-0,090
0,018	-0,076	-0,090
0,081	-0,076	-0,090
-0,014	-0,076	-0,090
-0,014	-0,076	-0,090
-0,014	-0,076	-0,090
-0,014	-0,108	-0,090
-0,046	-0,076	0,038
-0,046	-0,045	-0,090
0,018	-0,045	-0,026
-0,014	-0,076	-0,090
0,018	-0,076	-0,122
-0,046	-0,076	-0,026
-0,046	-0,076	-0,026
-0,078	-0,108	0,038
-0,078	-0,108	0,006
-0,046	-0,013	0,006
-0,046	-0,013	-0,026
-0,046	-0,013	0,038
-0,046	0,019	0,006
-0,046	0,051	0,101
-0,046	-0,013	0,101
0,050	0,019	0,133
0,050	-0,013	0,133
0,050	0,019	0,069
0,018	0,115	0,101
0,018	0,083	0,038
0,050	-0,013	0,006
0,050	0,051	-0,026
0,081	0,115	0,006
0,018	0,051	0,006
0,018	0,083	0,006
0,050	0,083	0,006
0,050	0,051	-0,026
0,081	0,083	-0,026
0,050	0,115	-0,026
0,050	0,051	-0,026
0,050	0,083	-0,026
0,050	0,019	-0,026
0,050	0,083	-0,090
0,081	-0,013	0,006
0,081	0,019	0,006
0,081	-0,076	-0,090
-0,014	-0,076	-0,090
0,018	-0,013	-0,058
0,018	-0,013	-0,090
-0,014	-0,076	0,006
-0,046	-0,076	0,006
-0,078	-0,076	0,006
-0,078	-0,076	0,006
-0,078	-0,108	0,038
-0,078	-0,013	0,101
-0,078	-0,013	0,069
-0,014	-0,045	0,038
-0,014	0,019	0,069
0,018	0,019	0,069
0,050	-0,013	0,069
0,018	-0,013	0,069
0,018	0,051	0,006
-0,014	0,019	0,006
0,018	0,083	0,006
0,113	0,115	0,006
0,050	0,083	0,006
0,050	0,115	0,006
0,050	0,051	0,006
0,081	0,019	0,038
0,081	0,019	0,038
0,081	0,019	0,006
0,081	0,019	0,006
0,081	-0,013	0,038
0,081	-0,013	0,038
0,050	-0,013	0,006
0,050	-0,013	0,006
0,050	-0,013	0,006
0,050	-0,013	-0,026
0,081	-0,013	0,006
0,050	-0,013	-0,090
0,081	0,019	-0,122
0,081	0,019	-0,090
-0,046	-0,013	-0,122
-0,046	0,019	-0,058
-0,046	-0,013	-0,090
-0,014	0,051	-0,090
0,018	-0,013	-0,090
-0,014	-0,013	-0,090
-0,014	-0,076	0,006
-0,014	-0,076	0,038
0,018	-0,076	0,006
-0,014	-0,076	0,006
-0,078	-0,076	-0,026
-0,078	-0,076	-0,026
-0,078	-0,076	0,038
-0,046	-0,076	0,038
-0,046	-0,045	0,006
-0,046	0,019	0,006
-0,078	0,019	0,006
-0,046	0,019	-0,026
-0,078	-0,013	0,006
-0,046	0,019	0,101
-0,109	-0,013	0,069
-0,014	-0,013	0,101
-0,014	0,019	0,069
0,018	0,019	0,101
0,018	0,083	0,133
-0,014	0,083	0,133
0,050	0,019	0,006
0,081	0,083	0,006
0,050	-0,013	-0,058
0,081	-0,013	-0,058
0,050	0,019	-0,058
-0,014	0,019	-0,090
0,018	0,019	-0,122
0,050	0,019	-0,090
-0,014	-0,045	-0,090
0,018	0,019	-0,090
-0,014	-0,013	-0,122
-0,014	-0,076	-0,122
-0,014	-0,013	-0,122
-0,014	-0,076	-0,090
-0,014	0,019	-0,090
-0,014	0,019	-0,090
-0,014	0,019	-0,058
0,018	-0,013	0,006
-0,014	-0,076	0,038
0,018	-0,108	-0,090
-0,014	0,051	0,006
-0,014	0,019	-0,026
-0,109	0,019	-0,026
-0,014	-0,045	0,006
-0,046	-0,013	0,006
-0,046	-0,013	0,006
-0,046	-0,013	0,101
-0,046	0,019	0,101
-0,078	-0,013	0,101
-0,046	-0,013	0,038
-0,046	0,019	0,069
0,050	-0,013	0,038
0,050	-0,013	0,038
-0,014	-0,013	0,069
-0,014	0,051	0,038
-0,014	0,083	0,006
-0,014	0,083	0,069
-0,014	0,115	0,006
0,050	-0,013	0,006
0,081	0,019	-0,026
0,081	0,019	0,006
0,081	0,051	0,006
0,081	0,019	0,006
0,081	0,019	0,006
0,113	-0,076	-0,090
-0,014	-0,108	-0,090
0,018	-0,076	0,006
-0,109	-0,076	0,006
-0,046	0,051	0,006
-0,014	-0,013	-0,090
-0,078	-0,076	-0,026
-0,078	-0,076	0,101
-0,078	-0,013	0,101
-0,014	-0,013	0,101
0,018	-0,013	0,069
-0,014	0,083	0,006
0,018	0,051	0,006
0,081	0,051	0,006
0,081	0,051	0,006
0,113	0,083	0,006
0,081	0,051	0,006
0,081	0,051	-0,026
0,113	0,019	-0,026
0,081	0,019	-0,026
0,081	-0,013	0,006
0,081	-0,013	-0,026
0,081	-0,013	-0,026
0,081	0,019	-0,026
0,081	-0,013	0,006
0,081	0,019	0,006
0,081	0,019	-0,026
0,113	-0,013	0,006
0,081	-0,013	-0,058
0,050	-0,045	-0,026
0,081	-0,013	0,006
0,081	-0,045	-0,090
0,081	-0,013	-0,026
0,081	-0,013	-0,090
0,081	-0,076	-0,090
0,081	-0,076	-0,058
-0,014	-0,076	-0,058
0,113	-0,108	-0,090
0,018	-0,108	-0,090
-0,014	-0,076	-0,090
-0,014	-0,076	-0,026
0,018	-0,076	0,069
-0,014	-0,076	0,006
-0,046	-0,076	-0,026
-0,078	-0,076	0,038
-0,078	-0,076	0,006
-0,109	-0,108	-0,026
-0,109	-0,013	0,069
-0,046	-0,013	0,038
-0,014	-0,013	0,069
-0,046	-0,013	0,069
-0,014	0,019	0,101
0,018	0,019	0,069
0,050	0,019	0,069
0,018	0,019	0,069
0,018	0,019	0,101
0,018	-0,013	0,133
-0,014	0,051	0,101
0,018	0,051	0,006
0,018	0,083	0,006
0,018	0,083	-0,026
0,081	0,051	0,006
0,081	0,083	0,006
0,081	0,083	0,006
0,081	0,115	0,006
0,081	0,083	0,006
0,081	0,083	0,006
0,113	0,051	-0,058
0,081	-0,013	-0,058
0,081	-0,013	-0,058
-0,014	-0,045	-0,058
-0,014	-0,013	-0,090
-0,046	-0,013	-0,058
-0,046	-0,013	-0,122
-0,014	0,019	-0,058
-0,014	-0,013	-0,090
-0,014	-0,076	0,006
0,050	-0,076	0,006
-0,078	-0,076	0,006
-0,046	-0,108	0,006
-0,046	-0,108	0,038
-0,109	-0,108	0,038
-0,078	-0,108	0,006
-0,046	-0,045	0,006
-0,046	-0,076	0,101
-0,046	-0,013	0,006
-0,078	-0,045	0,038
-0,078	0,115	0,069
-0,014	0,083	0,069
-0,014	0,083	0,069
-0,014	0,051	0,038
0,018	-0,013	0,006
0,081	0,019	-0,058
-0,014	-0,013	-0,090
0,081	-0,045	0,006
-0,014	-0,076	-0,122
-0,046	-0,108	-0,026
-0,046	-0,076	-0,058
-0,046	-0,108	-0,026
-0,078	-0,108	0,006
-0,046	-0,108	0,069
-0,078	-0,045	0,069
0,050	-0,013	0,069
0,050	-0,045	0,069
-0,014	0,051	0,006
-0,014	0,051	-0,026
-0,014	0,051	0,006
0,050	0,051	-0,026
0,081	0,051	0,006
0,081	0,051	0,006
0,145	0,083	0,069
0,081	0,083	0,006
0,081	0,115	-0,058
0,081	-0,013	0,006
0,081	-0,076	-0,090
0,081	-0,076	-0,090
-0,014	-0,045	-0,122
-0,014	-0,045	-0,090
-0,046	-0,076	-0,090
-0,014	0,051	0,006
-0,046	0,019	0,006
-0,046	0,019	-0,026
-0,046	0,019	0,006
0,050	0,051	0,101
0,050	0,115	0,038
-0,078	0,051	0,101
-0,046	0,083	0,069
0,018	0,083	0,069
-0,014	0,115	0,101
-0,014	0,051	0,069
0,018	0,115	0,101
0,018	0,083	0,069
0,018	0,083	0,006
0,050	0,051	0,006
0,081	0,051	0,038
0,081	0,051	0,038
0,081	0,019	0,069
0,050	0,115	-0,058
0,050	-0,013	0,006
0,050	-0,076	-0,058
-0,046	-0,076	-0,090
-0,014	-0,076	0,006
-0,078	-0,108	0,006
-0,046	-0,076	0,006
-0,046	0,019	-0,026
-0,046	-0,013	-0,026
-0,078	-0,045	-0,026
-0,046	0,051	-0,026
-0,014	0,083	0,069
-0,014	0,051	0,069
-0,014	0,083	0,069
-0,014	0,051	0,006
0,018	-0,045	0,006
0,081	-0,013	0,006
0,050	-0,013	0,006
0,113	-0,013	0,006
0,081	0,019	0,006
0,081	-0,045	-0,058
0,018	-0,013	-0,090
-0,014	-0,076	-0,058
0,018	-0,076	-0,058
-0,046	-0,076	-0,058
-0,046	-0,076	-0,026
-0,078	-0,045	0,038
-0,046	-0,045	0,006
-0,046	-0,076	0,038
-0,046	-0,076	0,006
-0,046	-0,108	-0,026
-0,046	-0,108	-0,026
-0,078	-0,108	0,069
-0,046	0,019	0,101
-0,078	-0,045	0,101
-0,046	-0,013	0,038
-0,078	-0,013	0,133
0,018	0,019	0,069
-0,014	0,115	0,101
-0,014	0,115	0,069
0,018	0,083	0,069
-0,014	0,051	0,069
-0,014	0,083	0,069
0,050	0,083	0,069
0,018	0,083	0,006
-0,014	-0,045	0,006
0,081	-0,045	0,006
0,081	-0,013	-0,026
0,081	-0,013	0,006
0,081	-0,013	0,006
-0,014	-0,013	-0,090
-0,014	-0,045	-0,090
-0,014	-0,013	-0,090
-0,014	-0,076	-0,122
0,018	-0,076	-0,122
-0,014	-0,076	-0,122
-0,014	-0,108	0,006
-0,078	-0,076	-0,026
-0,046	-0,076	0,006
-0,078	-0,076	0,006
-0,078	-0,076	0,006
-0,078	-0,076	0,038
-0,078	-0,076	0,006
-0,014	-0,013	0,006
-0,014	-0,013	0,038
-0,078	0,019	0,038
0,050	0,019	0,038
-0,046	0,019	0,006
-0,014	0,019	-0,026
-0,046	0,051	-0,026
-0,078	0,019	-0,026
-0,078	0,019	-0,026
-0,046	-0,045	0,069
-0,078	0,051	0,069
-0,109	0,083	0,069
-0,078	0,083	0,069
0,018	0,115	0,069
-0,014	0,051	0,069
0,018	0,083	0,006
-0,014	0,115	0,006
-0,014	0,051	0,038
0,050	0,083	0,006
0,081	0,051	0,006
0,145	0,051	0,006
0,081	0,051	0,006
-0,014	-0,045	-0,026
0,081	0,019	0,069
0,145	0,019	0,006
0,050	-0,013	0,006
0,145	0,019	0,006
0,081	-0,013	0,006
0,081	-0,013	0,006
0,050	0,019	0,006
0,081	0,019	0,006
0,081	-0,013	-0,090
0,050	0,019	0,006
0,113	-0,013	0,006
0,081	0,019	0,006
0,081	-0,013	0,038
0,081	-0,013	0,038
0,081	-0,013	0,006
0,050	-0,013	0,006
0,050	-0,013	0,038
0,050	-0,013	0,006
0,050	-0,013	0,006
0,050	0,019	-0,058
0,081	0,019	0,006
0,050	0,019	-0,058
-0,046	0,019	-0,090
0,018	0,019	0,006
0,050	-0,013	0,006
0,050	0,051	-0,090
0,081	-0,076	-0,058
0,081	-0,076	-0,090
-0,014	-0,076	-0,026
-0,014	-0,076	-0,090
-0,046	-0,076	-0,090
-0,014	-0,076	-0,026
-0,046	-0,045	0,006
-0,109	-0,045	-0,026
-0,078	-0,013	-0,026
-0,046	-0,045	0,006
-0,046	0,051	0,006
-0,046	0,051	0,038
-0,046	0,051	0,006
-0,046	0,019	-0,026
0,018	0,051	-0,026
-0,014	0,019	0,006
-0,078	0,019	0,069
-0,046	-0,076	0,133
-0,078	-0,108	0,133
0,018	-0,045	0,101
0,018	0,019	0,101
0,050	-0,013	0,069
-0,014	0,019	0,069
-0,014	0,019	0,069
-0,014	0,019	0,069
-0,046	0,051	0,069
0,018	0,083	0,006
-0,014	0,083	-0,026
0,081	0,051	0,006
0,081	0,083	0,006
0,081	0,115	0,006
0,081	0,115	0,006
0,081	0,051	-0,026
0,081	-0,013	-0,122
0,081	0,051	-0,090
0,081	-0,013	0,006
0,050	-0,013	0,006
0,050	0,019	-0,090
0,050	-0,108	-0,090
-0,014	-0,108	-0,058
-0,014	-0,108	-0,090
0,018	-0,076	-0,090
-0,014	0,019	0,006
0,018	-0,013	0,006
-0,046	-0,013	0,038
-0,078	-0,076	0,006
-0,078	-0,076	0,069
-0,078	-0,076	0,006
0,018	0,019	0,006
0,018	-0,013	0,006
-0,014	0,019	0,006
-0,014	-0,013	0,101
-0,014	0,051	0,006
0,081	0,083	0,038
0,081	0,083	0,006
0,081	-0,013	0,038
0,113	0,019	0,006
0,081	-0,013	0,006
0,145	-0,108	0,038
0,050	-0,108	-0,058
0,050	-0,108	-0,058
0,050	-0,108	-0,090
0,050	0,019	-0,058
0,018	0,019	0,006
-0,046	-0,013	0,006
-0,046	0,019	0,006
-0,078	0,019	-0,026
-0,078	0,019	0,006
0,018	-0,013	0,069
0,018	-0,013	0,133
0,018	0,083	0,069
-0,014	0,051	0,069
-0,014	0,019	0,006
-0,014	-0,045	0,006
0,081	-0,013	0,006
0,081	-0,013	0,006
-0,014	-0,013	-0,090
-0,014	-0,045	0,006
-0,078	-0,108	0,006
-0,046	-0,108	0,006
-0,109	-0,140	0,006
-0,109	-0,108	-0,026
-0,078	-0,108	0,006
-0,046	-0,076	0,006
-0,078	0,019	0,069
-0,078	-0,013	0,101
-0,109	-0,013	0,133
-0,046	0,019	0,101
0,018	-0,013	0,069
0,018	0,019	0,069
-0,014	0,019	0,069
0,018	0,019	0,069
0,018	0,051	0,101
0,018	0,051	0,069
0,018	0,083	0,101
-0,014	0,083	0,069
-0,014	0,083	0,006
-0,014	0,051	0,006
0,050	0,051	0,006
0,081	0,051	0,006
0,081	0,083	0,038
0,081	0,051	0,069
-0,014	0,083	0,006
0,018	0,019	0,006
0,018	0,019	0,101
0,050	-0,013	0,006
-0,014	0,051	0,006
-0,014	0,083	0,069
-0,014	0,051	0,069
-0,014	0,019	0,006
0,050	0,019	-0,058
0,081	0,019	0,006
0,113	-0,013	-0,026
0,081	-0,045	0,006
0,081	-0,013	-0,026
0,050	0,051	0,006
0,081	-0,045	0,006
0,081	0,019	0,006
0,050	0,019	0,006
0,081	0,019	0,006
0,081	-0,013	-0,058
0,081	-0,076	-0,058
0,081	-0,076	-0,090
0,081	-0,076	-0,122
0,081	-0,076	-0,058
0,050	-0,108	-0,090
0,081	-0,076	-0,058
-0,014	0,019	-0,090
0,018	-0,076	-0,122
0,018	0,019	0,006
-0,014	-0,076	0,006
0,018	-0,076	-0,026
-0,078	-0,045	-0,026
-0,046	-0,076	0,006
-0,046	-0,076	0,006
-0,046	-0,045	0,006
-0,078	-0,045	0,006
-0,078	-0,076	0,038
-0,078	-0,013	0,006
-0,078	-0,013	0,006
-0,078	-0,045	0,006
-0,078	-0,013	0,006
-0,078	-0,013	-0,026
-0,078	-0,045	0,006
-0,078	0,019	-0,026
-0,109	-0,108	0,006
-0,078	-0,108	0,006
-0,109	-0,108	0,038
-0,109	-0,045	0,006
-0,109	-0,108	0,069
-0,078	-0,076	0,069
-0,078	-0,045	0,069
-0,014	0,019	0,069
-0,014	-0,013	0,069
-0,014	0,051	0,069
-0,014	0,051	0,069
-0,014	0,051	0,069
-0,046	0,051	0,069
-0,014	0,051	0,069
-0,014	0,051	0,006
-0,046	0,051	0,006
0,050	-0,045	0,006
-0,046	-0,013	0,006
0,081	0,019	0,006
0,081	0,019	0,006
0,081	0,019	0,006
0,081	0,019	-0,090
-0,014	0,019	-0,090
-0,014	0,051	-0,122
-0,014	0,019	-0,122
-0,046	-0,076	-0,122
-0,014	-0,076	-0,122
-0,014	-0,076	-0,090
-0,014	0,019	0,006
-0,109	-0,013	0,006
-0,078	-0,013	0,006
-0,046	-0,045	0,101
-0,046	-0,045	0,006
-0,078	0,051	0,069
-0,014	-0,013	0,069
-0,078	0,083	0,069
-0,014	0,083	0,101
-0,014	0,051	0,069
-0,014	0,051	0,101
-0,046	0,051	0,006
-0,014	0,051	-0,026
-0,014	-0,013	0,006
0,081	-0,045	0,006
0,081	-0,013	0,006
0,081	-0,013	0,006
0,081	-0,076	0,006
0,081	-0,108	-0,090
0,081	-0,108	-0,122
-0,046	-0,108	0,006
-0,046	-0,108	0,006
-0,078	-0,076	0,006
-0,078	-0,013	-0,026
-0,078	-0,013	0,006
-0,078	0,019	0,101
-0,046	0,019	0,006
-0,078	0,019	0,006
-0,078	0,019	0,038
-0,109	-0,013	0,069
-0,078	-0,013	0,006
-0,046	-0,045	0,069
-0,109	0,051	-0,026
-0,078	0,083	0,038
-0,109	0,083	0,069
-0,014	0,051	0,069
-0,014	0,083	0,069
-0,046	0,051	0,069
-0,014	0,051	0,038
-0,046	0,051	0,006
0,081	0,083	0,038
0,081	0,051	0,006
0,081	0,051	0,006
0,081	0,051	0,038
0,050	-0,013	-0,122
0,081	0,019	-0,090
0,050	-0,013	-0,058
0,050	-0,045	-0,090
0,050	0,083	-0,090
-0,014	-0,013	-0,090
-0,014	0,019	-0,122
-0,014	-0,013	-0,090
0,081	-0,076	-0,058
0,081	-0,076	-0,090
-0,046	-0,076	-0,122
-0,014	-0,076	-0,122
0,018	-0,108	-0,153
-0,014	-0,108	-0,122
-0,046	-0,013	-0,090
-0,109	-0,076	0,006
-0,078	-0,076	0,006
-0,078	-0,108	0,006
-0,078	-0,076	0,006
-0,078	-0,076	0,006
-0,046	0,019	0,006
-0,078	-0,013	0,038
-0,109	0,019	-0,026
-0,078	0,019	0,006
-0,109	-0,013	0,006
-0,078	-0,013	0,038
-0,078	0,051	0,069
-0,014	0,051	0,101
-0,014	0,051	0,101
-0,014	0,051	0,101
-0,014	0,083	0,101
0,018	-0,013	0,006
0,081	-0,013	0,006
0,081	-0,013	-0,090
0,081	0,019	-0,090
-0,014	-0,013	-0,090
-0,046	0,051	-0,026
-0,014	-0,013	-0,058
-0,014	0,019	-0,090
-0,014	0,051	-0,058
0,018	-0,108	0,069
0,018	-0,076	0,006
-0,046	-0,076	0,006
-0,014	-0,076	-0,026
-0,078	-0,013	0,006
-0,046	-0,076	0,006
-0,046	0,019	-0,026
0,018	0,019	0,006
-0,078	0,019	0,006
-0,014	0,019	0,006
-0,046	-0,013	-0,026
-0,078	0,019	0,038
-0,078	0,019	0,006
-0,078	0,019	0,006
-0,046	0,019	0,101
-0,078	0,051	0,101
0,018	-0,013	0,069
-0,014	-0,013	0,006
0,018	0,083	-0,026
0,113	0,083	0,006
0,081	0,083	0,006
0,081	0,115	0,006
0,081	0,115	0,006
0,050	-0,013	-0,058
0,081	0,019	-0,090
0,081	-0,013	-0,090
0,081	-0,013	-0,058
0,050	-0,013	-0,090
0,081	0,019	-0,090
0,081	0,115	-0,026
0,081	0,115	-0,090
0,081	0,019	-0,058
0,050	0,051	-0,090
0,050	0,019	-0,122
0,081	-0,076	-0,026
0,081	-0,076	0,006
-0,046	-0,076	0,006
0,081	-0,076	-0,090
0,081	-0,076	-0,090
0,018	0,019	-0,090
0,018	-0,076	0,038
-0,014	-0,108	-0,090
-0,014	-0,108	-0,122
-0,046	-0,076	0,006
-0,078	-0,076	0,038
-0,109	0,019	0,038
-0,078	0,019	0,101
-0,078	0,019	0,101
0,018	0,019	0,038
0,018	-0,013	0,069
0,018	-0,013	0,006
-0,014	0,115	-0,058
0,081	0,115	0,006
0,081	0,083	0,006
0,081	0,051	-0,026
0,081	0,019	-0,090
0,113	0,051	-0,026
0,018	0,051	-0,058
-0,014	-0,076	-0,090
0,018	-0,045	-0,058
0,018	-0,076	-0,058
0,018	-0,076	-0,090
-0,014	-0,076	-0,090
0,018	0,019	0,006
-0,109	0,051	0,006
-0,078	0,019	0,006
-0,078	0,019	-0,026
-0,014	0,019	0,069
0,018	-0,013	0,069
0,018	-0,013	0,101
0,018	0,083	0,069
0,018	0,083	0,101
0,018	0,115	0,101
0,018	0,115	0,006
0,113	0,051	0,006
0,113	0,019	0,006
0,081	-0,013	-0,090
-0,046	-0,013	-0,122
-0,014	-0,013	-0,090
-0,014	-0,076	0,006
-0,078	-0,108	0,006
-0,078	0,019	0,006
-0,078	0,019	0,038
-0,046	0,051	0,069
0,018	0,115	0,101
0,018	0,115	0,101
-0,014	0,019	0,006
0,050	-0,045	-0,026
0,081	-0,076	-0,122
-0,014	-0,013	-0,090
-0,014	-0,108	0,006
-0,078	-0,108	0,038
-0,078	-0,076	0,069
-0,014	0,019	0,069
-0,014	0,019	0,069
-0,014	0,083	0,006
-0,014	0,083	0,006
0,081	0,083	0,006
0,113	0,051	0,006
0,081	0,051	0,006
0,081	-0,013	-0,122
-0,014	-0,013	-0,122
0,018	-0,013	-0,122
-0,014	-0,013	-0,122
-0,014	-0,108	0,006
-0,078	-0,108	0,006
-0,078	-0,076	0,006
-0,046	0,019	0,069
-0,078	0,083	0,038
-0,014	0,051	0,069
0,018	0,083	0,101
0,050	-0,013	0,006
0,113	-0,013	0,006
0,081	0,051	0,006
0,081	-0,076	-0,090
0,081	-0,076	-0,090
0,018	-0,045	-0,058
0,050	-0,076	0,006
-0,014	0,019	0,006
-0,046	0,019	-0,026
-0,078	-0,045	0,006
-0,078	-0,045	0,069
-0,109	0,019	0,006
-0,078	0,051	0,101
-0,109	0,051	0,069
0,018	0,115	-0,026
0,081	0,115	-0,026
0,018	0,019	0,006
0,081	0,019	0,006
0,050	-0,013	0,006
0,081	-0,076	-0,090
-0,014	-0,076	-0,090
-0,014	-0,076	-0,090
-0,014	-0,045	-0,122
0,018	0,019	0,006
-0,046	0,019	0,006
-0,014	0,019	-0,026
-0,046	0,019	0,006
-0,046	-0,013	0,101
0,018	0,051	0,133
0,018	-0,013	0,006
0,081	0,051	0,006
0,081	0,051	0,006
0,050	0,083	0,038
0,081	0,083	0,069
0,018	-0,013	-0,090
0,018	0,019	-0,058
-0,046	-0,076	0,006
-0,078	-0,108	0,069
0,018	-0,013	0,101
0,018	0,019	0,101
0,081	0,051	0,006
0,081	0,051	0,006
0,081	-0,013	-0,122
-0,014	-0,013	-0,090
-0,109	-0,076	0,006
-0,109	-0,076	0,006
-0,014	-0,013	0,101
0,050	0,083	0,069
